491-1262:((4, 0, 1), 4.594400558419293)
490-1259:((8, 0, 2), 3.7411989537367316)
493-1267:((4, 0, 2), 2.4059593609123366)
496-1260:((4, 0, 1), 5.819092756748963)
489-1264:((8, 0, 0), 5.701921238436113)
486-1266:((8, 0, 1), 6.367845380158005)
498-1252:((2, 1, 2), 5.582446904847877)
486-1252:((4, 1, 2), 3.007401220478794)
497-1266:((2, 0, 0), 0.7929600004943986)
496-1259:((2, 0, 2), 10.025615056706728)
497-1255:((2, 0, 0), 9.15891319243781)
495-1254:((4, 1, 1), 1.7112260408295368)
486-1258:((4, 0, 1), 3.2197672692997306)
486-1255:((2, 0, 1), 3.6272285819145056)
487-1259:((8, 0, 2), 3.4527631225659867)
487-1253:((4, 1, 2), 3.3739613004588)
495-1263:((4, 0, 1), 25.968923664535673)
492-1253:((8, 1, 2), 5.238269277346413)
492-1267:((4, 0, 2), 1.356756887760013)
493-1257:((2, 1, 2), 4.203274795428648)
495-1266:((4, 0, 2), 9.929651142874249)
496-1253:((2, 0, 0), 11.960696131777246)
489-1267:((2, 1, 2), 4.05712289937891)
493-1255:((4, 1, 2), 7.368076806823942)
486-1261:((8, 0, 1), 3.2964095130176827)
488-1254:((4, 1, 2), 6.333163296495325)
491-1253:((4, 1, 2), 3.1905951366050704)
488-1263:((8, 0, 2), 25.046596016588516)
491-1256:((4, 1, 2), 11.702176205584484)
493-1268:((2, 0, 1), 5.270479416444724)
491-1257:((4, 1, 2), 13.444961738314953)
494-1259:((8, 0, 2), 4.964577440974772)
494-1255:((8, 1, 2), 17.91632145906877)
487-1256:((4, 1, 2), 3.1427295670763447)
496-1264:((4, 0, 1), 0.6233373645999489)
487-1266:((8, 0, 0), 8.851807452767206)
490-1255:((4, 1, 2), 7.6352642060584515)
490-1253:((4, 1, 2), 5.733771408918284)
490-1267:((4, 0, 2), 2.4453436940224935)
493-1260:((8, 0, 1), 37.80040518101593)
492-1262:((8, 1, 2), 2.710026143938267)
493-1263:((4, 0, 1), 1.3771438268817253)
497-1267:((2, 0, 1), 0.7181415222700699)
489-1265:((8, 0, 0), 10.023422189812104)
492-1258:((2, 0, 1), 39.94966332978245)
498-1254:((2, 0, 0), 9.814786116070811)
493-1253:((8, 1, 2), 5.607411217529584)
491-1261:((8, 0, 2), 2.858995873457657)
491-1260:((8, 0, 1), 22.5887413225796)
498-1262:((2, 0, 2), 0.6716809394307475)
486-1260:((8, 0, 1), 3.2809326176704783)
492-1260:((4, 0, 1), 25.13377522514112)
488-1264:((8, 2, 2), 27.587146345291696)
498-1259:((2, 0, 0), 5.5848549718109854)
487-1258:((4, 0, 2), 3.5139055818301035)
497-1258:((2, 0, 0), 4.5248212527608604)
495-1255:((2, 0, 1), 4.594110733226888)
493-1261:((8, 0, 2), 12.095909303213094)
488-1267:((2, 1, 2), 3.1931831907389987)
488-1261:((8, 2, 2), 3.4602590072077883)
486-1268:((2, 0, 2), 1.2398961840585694)
490-1258:((4, 0, 2), 4.007876567377555)
497-1264:((2, 0, 0), 0.6658385646718874)
493-1266:((4, 0, 1), 0.6407214077656614)
488-1255:((4, 1, 2), 3.1443167861201435)
494-1253:((4, 0, 1), 2.19505462910967)
487-1255:((4, 1, 2), 3.1174262364323337)
495-1268:((2, 0, 1), 4.083994359784068)
492-1256:((4, 1, 2), 17.553087686075862)
496-1261:((2, 0, 0), 0.8823613434354222)
490-1264:((8, 0, 0), 2.2009391538871856)
491-1263:((4, 0, 1), 2.3319134434078177)
488-1265:((8, 2, 2), 26.123189681027803)
490-1256:((4, 1, 2), 25.476322129856538)
498-1255:((2, 0, 0), 0.6404596366330716)
489-1260:((8, 0, 2), 3.8005013642387837)
487-1265:((8, 0, 1), 21.05421114006211)
487-1260:((8, 0, 2), 3.1965310711727892)
498-1261:((2, 0, 0), 2.9115664115237365)
491-1268:((4, 0, 2), 7.2860617159911785)
487-1262:((8, 0, 1), 5.660433054800436)
490-1266:((8, 0, 1), 1.9172311673637965)
498-1260:((2, 0, 0), 5.871211896283847)
494-1266:((2, 0, 0), 0.6638971469127264)
494-1254:((2, 0, 2), 11.357501012908857)
488-1253:((4, 1, 2), 16.1019023511967)
494-1258:((2, 0, 1), 3.575727743068178)
495-1257:((4, 0, 0), 14.855132270633199)
489-1253:((4, 1, 2), 26.477581151072993)
493-1252:((4, 1, 2), 1.1737716952506496)
495-1252:((2, 0, 2), 1.1709530596846967)
486-1262:((8, 0, 2), 3.14171282508043)
492-1266:((4, 0, 2), 0.793368987685874)
490-1260:((8, 0, 2), 3.6546659797503187)
496-1267:((2, 0, 1), 0.7647390817414244)
495-1258:((2, 0, 1), 13.514900557970831)
489-1257:((8, 1, 2), 3.43350215378854)
487-1263:((8, 0, 2), 39.34876518363171)
496-1266:((4, 0, 1), 0.6627846990454762)
497-1265:((2, 0, 1), 0.66923167546474)
489-1258:((4, 1, 2), 4.18076047243749)
498-1257:((2, 0, 0), 4.6301882581519855)
489-1268:((4, 0, 2), 6.012099901580473)
486-1257:((4, 0, 1), 3.145586463619975)
488-1252:((4, 1, 2), 15.173942835086656)
494-1252:((2, 0, 0), 2.760115979445125)
498-1264:((0, 0, 1), 0.5414129641982709)
498-1253:((2, 0, 1), 7.100407515138984)
494-1257:((2, 0, 1), 8.63588576605037)
494-1267:((8, 0, 2), 3.9037284811919077)
493-1254:((8, 1, 2), 21.0040215652299)
492-1268:((4, 0, 2), 6.1674753980341475)
495-1262:((4, 0, 1), 25.966910288458248)
493-1259:((8, 0, 2), 6.136886011634771)
495-1259:((2, 0, 1), 7.620056790331678)
493-1265:((4, 0, 2), 1.2224863427183252)
489-1256:((8, 1, 2), 5.381509585778822)
490-1268:((2, 0, 1), 5.690888789750742)
490-1252:((8, 1, 2), 14.818845770191603)
487-1252:((2, 1, 2), 3.4559129869064034)
498-1258:((2, 0, 0), 4.714029467016788)
488-1256:((4, 1, 2), 3.0775506387315383)
498-1266:((4, 0, 2), 0.7341088531817958)
498-1256:((2, 0, 0), 3.0431643803103006)
494-1263:((8, 0, 0), 1.4030726148209653)
488-1259:((8, 0, 2), 3.823550898737598)
486-1253:((8, 1, 2), 3.331446945482892)
491-1267:((8, 1, 2), 0.5818717633225713)
486-1254:((2, 1, 2), 3.1631515775105257)
491-1266:((2, 1, 2), 0.8089320402575944)
486-1256:((2, 0, 2), 3.3533503225255936)
493-1258:((2, 0, 1), 13.430466499854054)
493-1262:((8, 0, 2), 1.3224525388392125)
495-1256:((2, 0, 1), 13.884163313063256)
486-1259:((8, 0, 2), 3.240922184413439)
491-1264:((8, 1, 1), 1.8669764727286482)
497-1262:((2, 0, 1), 0.6007669133171478)
492-1257:((2, 0, 1), 11.570065303478522)
498-1267:((2, 0, 2), 4.9844419287687325)
496-1252:((2, 0, 0), 12.265730809313617)
491-1255:((4, 1, 2), 16.838173381186333)
490-1257:((4, 1, 2), 9.170905938183026)
497-1256:((2, 0, 0), 2.2035115068805866)
490-1263:((8, 0, 2), 3.013365606700597)
497-1268:((2, 0, 0), 4.480981977956292)
496-1257:((2, 0, 0), 10.747688107117396)
496-1262:((4, 0, 2), 0.6558246155204162)
486-1267:((4, 1, 2), 1.038452327281523)
495-1253:((2, 0, 0), 1.2424358549356265)
498-1268:((4, 0, 0), 1.6174222786571097)
497-1252:((2, 0, 1), 1.8396077774686321)
494-1260:((8, 0, 2), 2.899883713965939)
492-1259:((8, 0, 2), 12.742898181315459)
495-1267:((2, 0, 0), 9.832635750239149)
497-1253:((2, 0, 2), 0.7519596073075026)
487-1267:((8, 0, 2), 1.117904795978147)
495-1260:((2, 0, 1), 7.360465150003681)
496-1263:((2, 0, 1), 0.7710661138908376)
488-1266:((2, 0, 1), 12.921251886171982)
495-1265:((4, 0, 1), 13.196933513090086)
492-1252:((8, 1, 2), 5.14405254062718)
490-1254:((4, 1, 2), 27.074926320643623)
496-1254:((2, 0, 0), 9.126778285836544)
492-1255:((4, 1, 2), 17.15017125002642)
488-1260:((8, 0, 2), 3.7879222530348224)
497-1261:((2, 0, 0), 0.8359892352407617)
491-1252:((8, 1, 2), 3.633664946511984)
489-1254:((4, 1, 2), 15.807560844249274)
496-1255:((2, 0, 0), 14.538161387845626)
489-1266:((4, 0, 2), 12.781685125426694)
491-1254:((4, 1, 2), 7.199845445097015)
497-1263:((4, 0, 1), 0.7078442984295292)
487-1254:((4, 1, 2), 2.9783114150365497)
491-1265:((4, 0, 2), 1.0928313143126374)
496-1256:((2, 0, 0), 14.393253718940764)
488-1258:((4, 1, 2), 4.466205462614787)
490-1265:((8, 0, 1), 1.4294521305095629)
494-1265:((4, 0, 2), 1.003715028248914)
491-1258:((4, 0, 2), 65.00598423033917)
496-1268:((2, 0, 0), 1.276630798105373)
492-1264:((4, 0, 2), 1.2864263358271)
487-1268:((2, 1, 2), 4.55359124255991)
491-1259:((8, 0, 2), 89.42678470077543)
492-1263:((8, 1, 2), 1.3407207612482979)
487-1264:((8, 2, 2), 29.532815246749948)
489-1263:((8, 0, 2), 3.2487732932294415)
494-1262:((8, 0, 0), 1.5409638923914293)
489-1259:((8, 2, 2), 4.087034149944584)
486-1263:((8, 0, 1), 35.009431883659055)
498-1265:((2, 1, 2), 0.7066946361151444)
493-1264:((4, 0, 2), 1.3104643318991436)
492-1265:((4, 0, 2), 0.8989731266022679)
494-1268:((4, 0, 2), 9.56658539705849)
493-1256:((2, 0, 1), 7.203417008949498)
494-1256:((2, 0, 1), 7.616611206060463)
497-1259:((2, 0, 1), 6.7309190154471965)
496-1265:((2, 0, 2), 0.6941410522394021)
486-1265:((8, 2, 2), 17.95393627047763)
495-1264:((4, 0, 1), 22.257125987996805)
488-1262:((8, 0, 0), 3.8452280631115405)
489-1252:((4, 1, 2), 26.12312814603514)
489-1255:((4, 1, 2), 12.894885894391388)
497-1260:((4, 0, 0), 3.649436756425329)
497-1254:((2, 0, 0), 14.15873286725366)
494-1264:((2, 0, 1), 1.519013804130314)
497-1257:((2, 0, 0), 4.321726607165216)
487-1257:((4, 1, 2), 3.1475622607658162)
489-1261:((8, 0, 2), 3.790559871086942)
492-1261:((4, 0, 2), 15.911396915959559)
488-1268:((4, 0, 2), 5.931786882043114)
492-1254:((4, 1, 2), 12.765443436246501)
488-1257:((4, 1, 2), 3.1126438159058343)
495-1261:((4, 0, 1), 19.441213057475657)
490-1262:((8, 0, 2), 3.3780218161805644)
494-1261:((4, 0, 1), 1.8480476565243193)
489-1262:((8, 0, 2), 3.767620196495658)
486-1264:((8, 2, 2), 32.75945029200811)
487-1261:((8, 0, 2), 3.236833353365708)
498-1263:((2, 0, 2), 0.5736698599275812)
490-1261:((8, 0, 2), 3.7743502430737332)
496-1258:((2, 0, 1), 9.697307756773903)
