486-1252:9.326253743361335
486-1253:9.669454903015666
486-1254:8.986679129485054
486-1255:8.946317483527798
486-1256:9.401558616762005
486-1257:7.006483926287386
486-1258:6.759833089300714
486-1259:6.06203596180797
486-1260:6.2372114414942335
486-1261:6.03617574735282
486-1262:6.670906918103975
486-1263:6.14766306027332
486-1264:6.048289199684918
486-1265:6.9091522242703105
486-1266:6.53516234119591
486-1267:5.85469484425555
486-1268:5.155803996022587
487-1252:9.250080931359646
487-1253:8.990050926583706
487-1254:8.846104693287106
487-1255:8.454983662902785
487-1256:8.707725667272097
487-1257:8.522099737761943
487-1258:6.7430826083268185
487-1259:5.90085677168444
487-1260:6.268446172880647
487-1261:5.998602171176001
487-1262:6.341955067744151
487-1263:6.0473738186082056
487-1264:6.245778770531403
487-1265:6.988439647272259
487-1266:5.348998870099191
487-1267:5.842473442827443
487-1268:6.7103836095143645
488-1252:9.251386346183235
488-1253:9.626980365116284
488-1254:9.497713633064391
488-1255:9.148145148313594
488-1256:9.226601198065893
488-1257:9.067182048685954
488-1258:8.09334227695801
488-1259:6.37914467580079
488-1260:6.126808959919948
488-1261:5.685096954671479
488-1262:6.307499409234745
488-1263:6.282585762757989
488-1264:5.646139779167097
488-1265:5.847154781241269
488-1266:6.304480063748318
488-1267:6.022841478615498
488-1268:5.692174761230681
489-1252:9.98173498560749
489-1253:9.842696946007457
489-1254:8.965734037162006
489-1255:9.9041984432913
489-1256:9.877551241807629
489-1257:9.69657692155897
489-1258:10.28775266499622
489-1259:6.879032739870293
489-1260:6.418693604305405
489-1261:6.109713587293798
489-1262:6.1445451203364065
489-1263:5.798234906052571
489-1264:4.856493208295455
489-1265:5.6201807021098595
489-1266:5.975144084580452
489-1267:5.544408146893283
489-1268:5.198494356442636
490-1252:10.748105110136203
490-1253:9.626290029051516
490-1254:10.01990498322227
490-1255:9.290838422675588
490-1256:9.040016814398268
490-1257:8.94682968587008
490-1258:7.826948849646601
490-1259:6.563771875493664
490-1260:6.667337565016876
490-1261:6.796982828833796
490-1262:5.65133606721969
490-1263:6.3266139412887075
490-1264:7.033987171163127
490-1265:5.868791683678782
490-1266:5.9578110532088155
490-1267:5.254928984493517
490-1268:5.988573732185835
491-1252:9.42993025325037
491-1253:10.246462122482955
491-1254:9.516634238787395
491-1255:9.669341297738411
491-1256:9.142439094819498
491-1257:8.94150617508193
491-1258:6.190977354698245
491-1259:7.057787251561938
491-1260:6.781960890062423
491-1261:7.193283361170701
491-1262:9.122984021402068
491-1263:6.74490793345291
491-1264:6.557869721652545
491-1265:6.797247457615153
491-1266:5.071449311870215
491-1267:4.37954585977525
491-1268:6.1696617095758315
492-1252:9.074701155349466
492-1253:8.999833266236648
492-1254:9.511308674243285
492-1255:9.916917879821426
492-1256:9.383218315045566
492-1257:8.70505817941329
492-1258:7.010154723396362
492-1259:6.86361442184756
492-1260:6.606531541905179
492-1261:7.9030226202232345
492-1262:8.23457345106081
492-1263:6.8242533517675374
492-1264:6.144269719349926
492-1265:6.295133287977679
492-1266:6.569738789446366
492-1267:5.9877040310043315
492-1268:5.059541113734179
493-1252:8.665635359114768
493-1253:9.400284903058315
493-1254:9.888454521369672
493-1255:9.055273908936156
493-1256:8.28548119983961
493-1257:8.65743135296263
493-1258:8.423715915210714
493-1259:8.458249560032552
493-1260:7.848237975897695
493-1261:6.97565320423179
493-1262:7.7148309873657865
493-1263:6.243627565797182
493-1264:7.1413721443551585
493-1265:6.998806438720549
493-1266:4.83814471562461
493-1267:4.93834698036467
493-1268:5.675762560535775
494-1252:5.480442866787262
494-1253:9.850710271518107
494-1254:10.43765522602764
494-1255:11.399871673907306
494-1256:14.511319504071063
494-1257:15.678678175558199
494-1258:12.191525844215224
494-1259:8.175669195314324
494-1260:8.505985237334027
494-1261:6.958892989297032
494-1262:6.665505612844437
494-1263:6.8694888357911985
494-1264:6.628333161298876
494-1265:5.7702769808481325
494-1266:4.46321921604524
494-1267:5.775696165235746
494-1268:3.825297813524364
495-1252:6.447451619459998
495-1253:5.668234125529242
495-1254:7.904801592114695
495-1255:13.998375395962448
495-1256:15.874817337369494
495-1257:15.630214085953035
495-1258:17.476782499949763
495-1259:18.264813923768074
495-1260:6.346408586654701
495-1261:6.503062763280759
495-1262:6.3072167204843215
495-1263:5.915879877912425
495-1264:5.8762288603473865
495-1265:4.240254610346134
495-1266:4.268979023310358
495-1267:5.832326938274483
495-1268:5.028055225672315
496-1252:5.7767300466286535
496-1253:5.212988538177474
496-1254:5.63659119197768
496-1255:13.222616928260116
496-1256:17.156266832891735
496-1257:20.639354049978817
496-1258:13.00174074639788
496-1259:12.303923209104921
496-1260:6.889803418005982
496-1261:6.796342058468825
496-1262:6.789254858343048
496-1263:6.153792266899845
496-1264:5.450179633052559
496-1265:6.2755894383474935
496-1266:5.630215877799042
496-1267:5.438946656822447
496-1268:4.366159547546829
497-1252:6.973289661974133
497-1253:6.53355751460634
497-1254:4.872905953730778
497-1255:16.457894155944917
497-1256:11.823979827305656
497-1257:14.125231251075938
497-1258:18.953116096747674
497-1259:13.283348682666382
497-1260:10.959235447686975
497-1261:6.509584236703585
497-1262:6.87603400115459
497-1263:5.038848295798866
497-1264:6.557562592000368
497-1265:7.472715111423206
497-1266:4.745699061924478
497-1267:5.540459143889413
497-1268:3.724969689144461
498-1252:6.503789553977329
498-1253:6.371440958540887
498-1254:5.311338043700834
498-1255:6.106293655359711
498-1256:5.5491797383225885
498-1257:4.932310834444289
498-1258:5.25613323530114
498-1259:4.9102864793053955
498-1260:5.5601075586171484
498-1261:5.065519456879966
498-1262:4.363906694425334
498-1263:5.432729158577291
498-1264:7.793628744800667
498-1265:4.968880374080138
498-1266:4.651961203733073
498-1267:4.816583799691073
498-1268:5.1234980610201
