486-1252:4.897898755447865
486-1253:5.351459118060348
486-1254:5.369830203533791
486-1255:5.613005000650941
486-1256:5.5487500081296295
486-1257:3.5864699969210996
486-1258:2.7905036800706604
486-1259:2.9057353657186407
486-1260:2.607793902121382
486-1261:2.5926263409431027
486-1262:2.5075782691838033
486-1263:2.597039166873935
486-1264:2.538247420321835
486-1265:1.605830776810459
486-1266:1.3358041284984885
486-1267:1.4157391966913566
486-1268:1.3549124227816673
487-1252:5.29402124629317
487-1253:5.346765494002168
487-1254:5.549317187816399
487-1255:5.697264322941002
487-1256:6.033104695052636
487-1257:6.001956986754112
487-1258:4.46887090359981
487-1259:3.575631665646611
487-1260:2.9263297278340583
487-1261:2.7953521159535035
487-1262:2.8603573731293754
487-1263:2.6740358272246936
487-1264:2.1337740540472825
487-1265:1.6842042772292636
487-1266:1.3335186351771968
487-1267:1.335227709287583
487-1268:1.7040311858710562
488-1252:5.309967993896264
488-1253:5.262793172634115
488-1254:5.582906896829641
488-1255:6.060360161626824
488-1256:6.016407602760015
488-1257:6.146502255649692
488-1258:6.148919489215512
488-1259:4.801033645953599
488-1260:4.726711257324548
488-1261:4.028004503022118
488-1262:2.8275587517557774
488-1263:2.785454263486661
488-1264:2.341649294452693
488-1265:2.2523162062750908
488-1266:1.2864385839065595
488-1267:1.506529612302726
488-1268:1.9752134719022958
489-1252:5.300096175459935
489-1253:5.313432674848538
489-1254:5.428083207965192
489-1255:5.918685518529242
489-1256:5.929426650372086
489-1257:6.0904857070445315
489-1258:6.366609841466666
489-1259:5.796382355760034
489-1260:5.203576274241698
489-1261:4.9376385050065545
489-1262:4.646096693841392
489-1263:3.2524301828662203
489-1264:1.2814104893602603
489-1265:1.257906299797283
489-1266:1.2177670840529233
489-1267:1.8811485634147072
489-1268:1.8045184132187344
490-1252:5.188753479754854
490-1253:5.3427666422600595
490-1254:5.4038857380205485
490-1255:5.7424646677529125
490-1256:5.872763343641769
490-1257:6.061869873832522
490-1258:6.369101624536319
490-1259:6.312029010956774
490-1260:6.218395528561945
490-1261:5.334801312920564
490-1262:4.556943514423568
490-1263:4.016614722036118
490-1264:2.255004504319214
490-1265:1.5008229044899648
490-1266:1.679285734918431
490-1267:2.444780466187519
490-1268:2.212545241466072
491-1252:4.959233893120117
491-1253:5.173550932743489
491-1254:5.569372886155331
491-1255:5.6613364454995105
491-1256:5.925408460967585
491-1257:6.0049014892591615
491-1258:6.597491178756311
491-1259:5.958584805171238
491-1260:6.220928848822598
491-1261:5.429345544123852
491-1262:4.196322077397491
491-1263:2.0126512185520076
491-1264:1.6101677703758623
491-1265:1.5621647279632171
491-1266:2.0391505587251477
491-1267:1.6576543466490463
491-1268:2.476991197698067
492-1252:4.331572128844288
492-1253:4.811230930761263
492-1254:5.560995965544964
492-1255:5.62871790165136
492-1256:5.771097589415923
492-1257:5.968000158257573
492-1258:5.552406415387746
492-1259:6.0319681987849085
492-1260:2.975528739441661
492-1261:2.8225134389420456
492-1262:2.772225212138757
492-1263:2.968490631463386
492-1264:3.030121264966557
492-1265:2.7778987232962127
492-1266:2.8050806987362478
492-1267:2.2869606379148766
492-1268:2.9427204084103606
493-1252:4.674584395174954
493-1253:4.93154284821417
493-1254:5.167595406361188
493-1255:5.429937712620731
493-1256:5.688201316847924
493-1257:5.56569105345791
493-1258:5.083644452382612
493-1259:2.669134572820324
493-1260:2.3862567480611436
493-1261:2.3917306404790604
493-1262:2.5467590162137745
493-1263:3.0356551751007843
493-1264:3.1977880661760363
493-1265:2.6114763184243546
493-1266:2.7127604016717317
493-1267:2.217934437502557
493-1268:4.264398707650675
494-1252:4.221450481831138
494-1253:5.030596680448763
494-1254:4.976475800145459
494-1255:5.396500418656405
494-1256:5.527815359289427
494-1257:5.698352333297572
494-1258:4.882808584637201
494-1259:2.600953484911058
494-1260:2.5875235663528184
494-1261:2.289753622605477
494-1262:2.4578961033992948
494-1263:2.5667624385146746
494-1264:2.559403106016763
494-1265:2.280041139603865
494-1266:1.4107213413495556
494-1267:2.514509049383798
494-1268:2.7737003361727215
495-1252:4.338113139205121
495-1253:4.18865922682468
495-1254:4.461860408772935
495-1255:4.867903741859514
495-1256:5.389533965761271
495-1257:5.3919870144282775
495-1258:5.280872691463045
495-1259:5.079895409300703
495-1260:2.8093164627147496
495-1261:2.1035346459946447
495-1262:2.921650290797762
495-1263:2.764686496702128
495-1264:2.473499482570378
495-1265:1.6921599055657268
495-1266:2.074990995155959
495-1267:2.3773021712340525
495-1268:1.44391086123192
496-1252:3.915400634140776
496-1253:4.218344173956914
496-1254:3.7177153013433473
496-1255:5.533913615414519
496-1256:5.231993988142171
496-1257:5.072409321338879
496-1258:4.537904789092861
496-1259:4.409232186328807
496-1260:2.7469278501897647
496-1261:2.8129262962871238
496-1262:2.7080891574820476
496-1263:2.1702904283885807
496-1264:2.117000424254291
496-1265:2.1640633334402
496-1266:1.8672276205085774
496-1267:1.5365053844367054
496-1268:1.4160123466566548
497-1252:3.250557716052034
497-1253:3.863742819877654
497-1254:3.38647836560451
497-1255:5.019348805442474
497-1256:4.2810084801066255
497-1257:4.159011966014571
497-1258:4.779923236985166
497-1259:4.151331041367353
497-1260:4.053652833951992
497-1261:2.416162591115839
497-1262:2.188631377508965
497-1263:1.5595420959169184
497-1264:2.1361002956003348
497-1265:2.4278349274795645
497-1266:1.5625561579470142
497-1267:2.4457542134029153
497-1268:1.9870827149308765
498-1252:3.0529501639501753
498-1253:3.3172554936987626
498-1254:3.292028948313941
498-1255:2.980641970983047
498-1256:2.657209945594909
498-1257:2.931438674584644
498-1258:2.774147493720587
498-1259:2.442625154403315
498-1260:3.645925985720924
498-1261:3.5116092144056057
498-1262:2.029197577079523
498-1263:3.0628881924350413
498-1264:1.923969415972486
498-1265:1.049117048880218
498-1266:1.334002624882278
498-1267:2.620087312188321
498-1268:2.862827369584086
