486-1255:6.234758760185223
486-1256:6.939728684868916
486-1257:4.853096637584116
486-1258:3.4618897671384485
486-1259:3.397644249095654
486-1260:3.4350804866821316
486-1261:3.4134264209436536
486-1262:3.399011863535125
486-1263:37.791756270292915
486-1266:10.466176146318563
486-1267:2.3645636440046887
486-1268:1.8671667401282095
487-1252:5.085401955815873
487-1254:6.273811282021984
487-1256:6.470254366887129
487-1258:4.030915316009192
487-1259:3.6494940877348285
487-1260:3.5224140163207562
487-1261:3.599166231539588
487-1262:5.945547241454039
487-1265:34.40735710574428
487-1266:13.082854250967284
487-1267:1.9503900934166851
487-1268:10.678257799791156
488-1252:28.06022879509371
488-1253:31.964007956379795
488-1255:6.372237807192833
488-1256:6.437076838430796
488-1257:6.5379449288213785
488-1258:5.803381196265186
488-1259:4.471090043056946
488-1262:4.072293405124436
488-1266:17.967454643651543
488-1267:7.295270307598755
488-1268:9.938018564390681
489-1252:47.97595150381775
489-1256:10.216340007394493
489-1261:4.507695975597176
489-1263:3.5220717926252307
489-1264:7.258577919066521
489-1265:15.188298532806881
489-1266:21.27075030132223
489-1267:9.29469485574862
489-1268:10.291066180358095
490-1252:26.385197146707707
490-1257:18.604311630245494
490-1259:4.329155589733986
490-1264:3.1517462239477894
490-1265:2.1579239463218425
490-1266:3.398346071156412
490-1268:8.952169631626505
491-1252:6.6713846260721565
491-1254:15.08050697243796
491-1256:24.50630151517169
491-1257:27.56136451456447
491-1260:25.802941633785824
491-1261:3.410369475756348
491-1262:6.270860738285147
491-1263:2.6602125495607574
491-1264:3.120848576152115
491-1265:2.1757499081834926
491-1266:1.872724139207253
492-1252:9.676127550189753
492-1253:9.648716021369685
492-1254:25.863989210699607
492-1257:25.38118052976871
492-1258:74.05923981666761
492-1259:14.979323304470668
492-1260:28.97967731634173
492-1261:24.495274998274674
492-1262:4.2643034229387995
492-1265:2.164912244262675
492-1266:2.0823461461573287
492-1267:3.1347230062225306
492-1268:10.046446622967661
493-1253:11.282883173878227
493-1254:41.95863636735478
493-1256:14.476275787025884
493-1258:29.088078991926324
493-1259:9.427241781460703
493-1260:49.93098995537306
493-1261:15.557101658800466
493-1263:2.1455178809264224
493-1265:2.154676156029585
493-1266:1.4797355710448123
493-1267:7.166028968889544
493-1268:8.098111738431399
494-1252:3.480751497660041
494-1253:5.4079985906799
494-1254:26.237834516834106
494-1255:37.24085338837488
494-1256:27.94472865572413
494-1257:41.907678085851956
494-1258:15.492898705019366
494-1259:8.753947912490107
494-1260:4.390770564781943
494-1261:1.9346844617726555
494-1262:1.9011514662130182
494-1263:1.974591239505474
494-1264:1.684677536013908
494-1266:1.0031907349516989
495-1252:1.3640859464229267
495-1253:1.5135338382538532
495-1254:3.2197976068452636
495-1255:15.438704898904682
495-1256:55.25898980979615
495-1257:60.070027839982984
495-1258:59.247076605775675
495-1259:31.696630510795025
495-1260:15.4862103577088
495-1261:26.997770001276397
495-1262:41.6004972023743
495-1263:41.43450075347628
495-1264:40.28068779084467
495-1265:22.209290453619076
495-1266:20.385035458101694
495-1267:28.561654773774293
495-1268:9.38201954639888
496-1252:16.268931043380892
496-1253:15.853932141656262
496-1254:11.873022141374307
496-1255:71.0302437331596
496-1256:74.34298430535988
496-1257:57.22730736442162
496-1258:45.86812711769777
496-1259:44.39625966076046
496-1260:15.435158291635071
496-1261:3.5399737702328222
496-1262:2.037086296432905
496-1263:1.8638844884888246
496-1264:1.207698074735304
496-1265:1.610144893659527
496-1266:1.4169484694637589
496-1267:1.1626296590459697
496-1268:2.0633497962937826
497-1252:2.6906940557332657
497-1253:0.8948044226525758
497-1254:18.50898695688473
497-1255:35.66755156547159
497-1256:7.998782997892193
497-1257:17.79302347240504
497-1258:26.615316427029526
497-1259:30.64132782866154
497-1260:18.264215909732414
497-1261:3.1262102705161894
497-1262:1.6980660465645026
497-1263:0.9778606638406943
497-1264:1.53862509923286
497-1265:1.7610014452354892
497-1266:1.2139056296957482
497-1267:1.1330243971647815
497-1268:6.6850787378834555
498-1252:7.101774794015256
498-1253:8.51979587537364
498-1254:11.550563193260421
498-1255:0.9169411514391665
498-1256:4.654569239538137
498-1257:8.160610403076657
498-1258:7.881560836562369
498-1259:7.306364548351681
498-1260:9.855754662912112
498-1261:4.239701106239581
498-1262:0.8905095673044466
498-1263:0.9851667722134184
498-1264:1.7116252834156125
498-1265:1.5804672193669007
498-1266:1.1814117825372532
498-1267:7.887133349281632
498-1268:2.785640937222692
