486-1252:3.5823421304437675
486-1253:4.291949134873795
486-1254:4.695585532108566
486-1255:4.983629584554185
486-1256:5.021504855287834
486-1257:3.521826410373117
486-1258:2.73130101921378
486-1259:2.6676020720007094
486-1260:2.5962372674279486
486-1261:2.5169992789189837
486-1262:2.5571799113887552
486-1263:30.63035442863613
486-1264:27.26756377403261
486-1265:22.327017012702328
486-1266:8.374162425373918
486-1267:1.4171334621951455
486-1268:1.4829852706388948
487-1252:3.6402179166722
487-1253:5.598295224998819
487-1254:4.894026229312354
487-1255:5.214647483913751
487-1256:4.481033338671208
487-1257:5.046780810913184
487-1258:3.3109007467165994
487-1259:2.8247639443673886
487-1260:2.681423245742173
487-1261:2.705087401740884
487-1262:4.718722982710354
487-1263:36.99986753402735
487-1264:27.2892300720006
487-1265:28.01815313011987
487-1266:10.369868674847599
487-1267:1.4774779528457502
487-1268:7.490390621098091
488-1252:24.40830647549835
488-1253:27.565594946994736
488-1254:11.043411137185007
488-1255:4.860606301739447
488-1256:4.744175342226958
488-1257:4.557274481967697
488-1258:5.044992880429776
488-1259:3.492572637717175
488-1260:3.265944714605986
488-1261:3.032567930770729
488-1262:3.2337259289439992
488-1263:23.46225973214786
488-1264:27.384828804544217
488-1265:23.772438818715404
488-1266:14.28189719317061
488-1267:4.623163224660334
488-1268:8.74478770182312
489-1252:37.918639484331166
489-1253:44.22346525297984
489-1254:30.33536085564518
489-1255:20.697675317981712
489-1256:7.674065031543409
489-1257:4.336904888124281
489-1258:6.056242812481359
489-1259:3.7985582982384636
489-1260:3.477393739338362
489-1261:3.6116345354167794
489-1262:3.326201073480059
489-1263:2.7988503010807606
489-1264:7.001498876825057
489-1265:11.397301748505862
489-1266:17.791743475221082
489-1267:6.710702209070972
489-1268:8.718498851530592
490-1252:20.35382691540575
490-1253:10.368798563223098
490-1254:43.58581517007433
490-1255:13.824044378494758
490-1256:40.841181222641524
490-1257:13.17846261190488
490-1258:4.271518849849369
490-1259:3.409712073267301
490-1260:3.3943662644876875
490-1261:3.503458177280356
490-1262:2.9921295198563977
490-1263:2.46631436403716
490-1264:2.0772442888088776
490-1265:1.592974855240508
490-1266:3.065876127133231
490-1267:3.3958217818445395
490-1268:8.40122149322717
491-1252:6.695896928773786
491-1253:5.08165947786349
491-1254:11.614648383077844
491-1255:28.68316997185016
491-1256:18.9337276701041
491-1257:21.089157693953407
491-1258:97.4627480222519
491-1259:91.17420274559079
491-1260:20.758889711470857
491-1261:2.637173356525951
491-1262:4.999816636350742
491-1263:2.071825737697084
491-1264:1.6673271054853611
491-1265:1.5498513301754517
491-1266:1.1615791086821434
491-1267:0.722529505384524
491-1268:10.238985015388044
492-1252:7.594273279698178
492-1253:7.325386725283008
492-1254:22.941574117048184
492-1255:33.260885618508944
492-1256:30.58804282093443
492-1257:17.208150128007034
492-1258:56.07594806431033
492-1259:12.297141665850939
492-1260:27.817681709698473
492-1261:19.453657411573325
492-1262:3.1030894155008273
492-1263:1.692817756783625
492-1264:1.567665149691458
492-1265:1.3132217410208424
492-1266:1.3675539173467939
492-1267:1.8794533320550777
492-1268:8.644571129215082
493-1252:1.7252826737582092
493-1253:10.100721545411483
493-1254:33.115124150543174
493-1255:15.929748349277673
493-1256:10.030575154014072
493-1257:7.350772658046213
493-1258:21.54609606884177
493-1259:7.33241817907801
493-1260:48.594219098150354
493-1261:12.850046300242509
493-1262:1.6088519251391176
493-1263:1.8498849171870506
493-1264:1.7349292895909116
493-1265:1.63827024817907
493-1266:0.9621453302101718
493-1267:4.511730077605414
493-1268:6.965763322207992
494-1252:2.4603108510924296
494-1253:4.175217413218236
494-1254:18.117400072929495
494-1255:32.50371749577679
494-1256:29.803971508439894
494-1257:39.30157078497618
494-1258:21.94674589767247
494-1259:6.479384303539399
494-1260:3.4124866720692077
494-1261:1.634300345732352
494-1262:1.4574425008964156
494-1263:1.4577694209694405
494-1264:1.3596017492106478
494-1265:1.3245909147629544
494-1266:0.7177557522285483
494-1267:9.22490873884986
494-1268:21.37012448159883
495-1252:0.968444561900335
495-1253:1.1175231824428693
495-1254:2.526600382816829
